antecedents,consequents,support,confidence,lift,antecedent_support,consequent_support
"Harga_Tinggi, Produk_Set, Rating_Rendah",Vote_Rendah,0.021604938271604937,0.9459459459459459,2.837837837837838,0.022839506172839506,0.3333333333333333
"Produk_Set, Rating_Rendah",Vote_Rendah,0.041666666666666664,0.9246575342465753,2.773972602739726,0.04506172839506173,0.3333333333333333
"Harga_Tinggi, Produk_Set",Vote_Rendah,0.02654320987654321,0.8431372549019609,2.5294117647058827,0.03148148148148148,0.3333333333333333
"Produk_Mask, Rating_Rendah",Vote_Rendah,0.025308641975308643,0.8200000000000001,2.4600000000000004,0.030864197530864196,0.3333333333333333
"Harga_Tinggi, Produk_Set, Vote_Rendah",Rating_Rendah,0.021604938271604937,0.8139534883720929,2.7159725049697023,0.02654320987654321,0.2996913580246914
